event_id,user_id,event_created_date,event_scheduled_date,event_completed_date,event_organizer_id,event_status
367814,1472821,6/22/2022 6:00:00,7/5/2022 6:00:00,7/5/2022 6:44:07,462,Completed
367815,1473144,6/22/2022 12:00:00,7/1/2022 12:00:00,,466,Rescheduled
367816,1476301,6/22/2022 12:00:00,7/3/2022 12:00:00,7/3/2022 12:34:37,472,Completed
367817,1474556,6/23/2022 1:30:00,7/4/2022 1:30:00,7/4/2022 2:21:12,465,Completed
367818,1459255,6/23/2022 3:00:00,7/8/2022 3:00:00,7/8/2022 3:42:09,459,Completed
367819,1463639,6/23/2022 3:00:00,7/5/2022 3:00:00,7/5/2022 3:53:10,464,Completed
367820,1474369,6/23/2022 3:00:00,6/28/2022 3:00:00,6/28/2022 3:39:48,436,Completed
367821,1470530,6/23/2022 12:00:00,7/5/2022 12:00:00,7/5/2022 12:51:23,467,Completed
367822,1472620,6/24/2022 3:00:00,7/7/2022 3:00:00,7/7/2022 3:43:08,465,Completed
367823,1472620,6/24/2022 6:00:00,7/8/2022 6:00:00,7/8/2022 6:50:40,465,Completed
367824,1479874,6/25/2022 1:30:00,6/30/2022 1:30:00,6/30/2022 2:04:59,462,Completed
367825,1458533,6/25/2022 3:00:00,7/3/2022 3:00:00,7/3/2022 3:55:12,438,Completed
367826,1460097,6/25/2022 3:00:00,7/7/2022 3:00:00,7/7/2022 3:53:16,471,Completed
367827,1456368,6/25/2022 6:00:00,6/26/2022 6:00:00,6/26/2022 6:39:32,460,Completed
367828,1460405,6/25/2022 6:00:00,7/9/2022 6:00:00,7/9/2022 6:37:04,437,Completed
367829,1472821,6/25/2022 12:00:00,7/5/2022 12:00:00,7/5/2022 12:47:49,462,Completed
367830,1473144,6/25/2022 12:00:00,7/10/2022 12:00:00,7/10/2022 12:38:28,466,Completed
367831,1467425,6/26/2022 1:30:00,6/30/2022 1:30:00,6/30/2022 2:18:12,466,Completed
367832,1471421,6/26/2022 1:30:00,6/30/2022 1:30:00,6/30/2022 2:03:37,454,Completed
367833,1481770,6/26/2022 1:30:00,6/29/2022 1:30:00,6/29/2022 2:25:33,444,Completed
367834,1478701,6/26/2022 6:00:00,7/3/2022 6:00:00,7/3/2022 6:36:30,450,Completed
367835,1471458,6/26/2022 12:00:00,7/3/2022 12:00:00,7/3/2022 12:48:45,454,Completed
367836,1479851,6/26/2022 12:00:00,7/10/2022 12:00:00,7/10/2022 12:42:22,465,Completed
367837,1464627,6/27/2022 1:30:00,6/28/2022 1:30:00,6/28/2022 2:04:35,438,Completed
367838,1456070,6/27/2022 3:00:00,6/29/2022 3:00:00,6/29/2022 3:47:13,456,Completed
367839,1470626,6/27/2022 3:00:00,6/28/2022 3:00:00,6/28/2022 3:54:01,442,Completed
367840,1464318,6/28/2022 1:30:00,7/8/2022 1:30:00,7/8/2022 2:13:27,455,Completed
367841,1475002,6/28/2022 1:30:00,7/8/2022 1:30:00,7/8/2022 2:04:44,447,Completed
367842,1470626,6/28/2022 12:00:00,7/7/2022 12:00:00,7/7/2022 12:56:48,442,Completed
367843,1471421,6/28/2022 12:00:00,7/2/2022 12:00:00,7/2/2022 12:52:20,454,Completed
367844,1460215,6/29/2022 1:30:00,6/30/2022 1:30:00,6/30/2022 2:20:49,457,Completed
367845,1460097,6/29/2022 3:00:00,7/13/2022 3:00:00,7/13/2022 3:39:03,471,Completed
367846,1471739,6/29/2022 3:00:00,7/12/2022 3:00:00,7/12/2022 3:36:41,462,Completed
367847,1473144,6/29/2022 3:00:00,7/13/2022 3:00:00,7/13/2022 3:39:36,466,Completed
367848,1474737,6/29/2022 6:00:00,7/7/2022 6:00:00,7/7/2022 6:44:54,438,Completed
367849,1476539,6/30/2022 1:30:00,7/10/2022 1:30:00,7/10/2022 2:15:28,470,Completed
367850,1460867,6/30/2022 3:00:00,7/5/2022 3:00:00,7/5/2022 3:52:25,466,Completed
367851,1464318,6/30/2022 6:00:00,7/11/2022 6:00:00,7/11/2022 6:45:38,455,Completed
367852,1472620,6/30/2022 12:00:00,7/9/2022 12:00:00,7/9/2022 12:35:26,465,Completed
367853,1474556,7/1/2022 1:30:00,7/6/2022 1:30:00,7/6/2022 2:25:23,465,Completed
367854,1465330,7/1/2022 6:00:00,7/3/2022 6:00:00,7/3/2022 6:49:23,470,Completed
367855,1473851,7/1/2022 6:00:00,7/2/2022 6:00:00,7/2/2022 6:30:25,474,Completed
367856,1471693,7/1/2022 12:00:00,7/13/2022 12:00:00,7/13/2022 12:38:37,472,Completed
367857,1473851,7/2/2022 3:00:00,7/5/2022 3:00:00,7/5/2022 3:53:34,474,Completed
367858,1461789,7/2/2022 6:00:00,7/3/2022 6:00:00,7/3/2022 6:53:07,442,Completed
367859,1474892,7/2/2022 6:00:00,7/4/2022 6:00:00,7/4/2022 6:32:14,473,Completed
367860,1483202,7/2/2022 6:00:00,7/15/2022 6:00:00,7/15/2022 6:32:02,439,Completed
367861,1474369,7/3/2022 1:30:00,7/7/2022 1:30:00,7/7/2022 2:24:08,436,Completed
367862,1480518,7/3/2022 1:30:00,7/10/2022 1:30:00,7/10/2022 2:18:52,471,Completed
367863,1461789,7/3/2022 3:00:00,7/13/2022 3:00:00,7/13/2022 3:35:32,442,Completed
367864,1474556,7/3/2022 3:00:00,7/15/2022 3:00:00,7/15/2022 3:39:15,465,Completed
367865,1474737,7/4/2022 3:00:00,7/13/2022 3:00:00,7/13/2022 3:37:56,438,Completed
367866,1463639,7/4/2022 6:00:00,7/16/2022 6:00:00,7/16/2022 6:52:13,464,Completed
367867,1460867,7/4/2022 12:00:00,7/16/2022 12:00:00,7/16/2022 12:45:21,466,Completed
367868,1462409,7/4/2022 12:00:00,7/16/2022 12:00:00,7/16/2022 12:32:48,446,Completed
367869,1474369,7/4/2022 12:00:00,7/16/2022 12:00:00,7/16/2022 12:55:44,436,Completed
367870,1474892,7/4/2022 12:00:00,7/17/2022 12:00:00,7/17/2022 12:45:19,473,Completed
367871,1468285,7/5/2022 1:30:00,7/10/2022 1:30:00,7/10/2022 2:10:17,448,Completed
367872,1460867,7/5/2022 3:00:00,7/17/2022 3:00:00,7/17/2022 3:44:25,466,Completed
367873,1473144,7/5/2022 12:00:00,7/13/2022 12:00:00,7/13/2022 12:44:14,466,Completed
367874,1481770,7/5/2022 12:00:00,7/7/2022 12:00:00,7/7/2022 12:46:38,444,Completed
367875,1459531,7/6/2022 1:30:00,7/12/2022 1:30:00,7/12/2022 2:20:41,446,Completed
367876,1480181,7/6/2022 3:00:00,7/19/2022 3:00:00,7/19/2022 3:59:46,472,Completed
367877,1481770,7/6/2022 3:00:00,7/10/2022 3:00:00,7/10/2022 3:34:21,444,Completed
367878,1467425,7/6/2022 12:00:00,7/20/2022 12:00:00,7/20/2022 12:42:20,466,Completed
367879,1468285,7/6/2022 12:00:00,7/21/2022 12:00:00,7/21/2022 12:48:41,448,Completed
367880,1473598,7/7/2022 1:30:00,7/9/2022 1:30:00,7/9/2022 2:05:06,452,Completed
367881,1481695,7/7/2022 1:30:00,7/16/2022 1:30:00,7/16/2022 2:07:04,455,Completed
367882,1461970,7/7/2022 3:00:00,7/14/2022 3:00:00,7/14/2022 3:47:58,467,Completed
367883,1475002,7/7/2022 3:00:00,7/10/2022 3:00:00,7/10/2022 3:36:21,447,Completed
367884,1464318,7/7/2022 6:00:00,7/15/2022 6:00:00,7/15/2022 6:49:02,455,Completed
367885,1470591,7/8/2022 1:30:00,7/20/2022 1:30:00,7/20/2022 2:17:03,461,Completed
367886,1472821,7/8/2022 3:00:00,7/11/2022 3:00:00,7/11/2022 3:52:21,462,Completed
367887,1461970,7/8/2022 6:00:00,7/21/2022 6:00:00,7/21/2022 6:55:54,467,Completed
367888,1467431,7/8/2022 6:00:00,7/9/2022 6:00:00,7/9/2022 6:34:21,457,Completed
367889,1481956,7/8/2022 6:00:00,7/22/2022 6:00:00,7/22/2022 6:44:45,461,Completed
367890,1480518,7/8/2022 12:00:00,7/21/2022 12:00:00,7/21/2022 12:49:20,471,Completed
367891,1486351,7/8/2022 12:00:00,7/16/2022 12:00:00,7/16/2022 12:38:14,454,Completed
367892,1455302,7/9/2022 1:30:00,7/17/2022 1:30:00,7/17/2022 2:08:50,442,Completed
367893,1467425,7/9/2022 6:00:00,7/22/2022 6:00:00,7/22/2022 6:32:37,466,Completed
367894,1470591,7/9/2022 6:00:00,7/22/2022 6:00:00,7/22/2022 6:54:37,461,Completed
367895,1476541,7/9/2022 12:00:00,7/14/2022 12:00:00,7/14/2022 12:59:18,449,Completed
367896,1458533,7/10/2022 1:30:00,7/18/2022 1:30:00,7/18/2022 2:05:42,438,Completed
367897,1479587,7/10/2022 1:30:00,7/24/2022 1:30:00,,470,Rescheduled
367898,1479879,7/10/2022 1:30:00,7/20/2022 1:30:00,7/20/2022 2:21:04,439,Completed
367899,1474556,7/10/2022 3:00:00,7/22/2022 3:00:00,7/22/2022 3:56:02,465,Completed
367900,1475002,7/10/2022 12:00:00,7/17/2022 12:00:00,7/17/2022 12:36:56,447,Completed
367901,1482417,7/10/2022 12:00:00,7/16/2022 12:00:00,7/16/2022 12:56:04,444,Completed
367902,1482250,7/11/2022 1:30:00,7/20/2022 1:30:00,7/20/2022 2:25:56,473,Completed
367903,1459255,7/11/2022 6:00:00,7/13/2022 6:00:00,7/13/2022 6:35:12,459,Completed
367904,1457333,7/12/2022 1:30:00,7/14/2022 1:30:00,7/14/2022 2:17:44,465,Completed
367905,1470626,7/12/2022 1:30:00,7/14/2022 1:30:00,7/14/2022 2:21:37,442,Completed
367906,1473851,7/12/2022 1:30:00,7/22/2022 1:30:00,7/22/2022 2:22:15,474,Completed
367907,1476301,7/12/2022 1:30:00,7/23/2022 1:30:00,7/23/2022 2:10:08,472,Completed
367908,1465330,7/12/2022 3:00:00,7/19/2022 3:00:00,7/19/2022 3:53:33,470,Completed
367909,1481281,7/12/2022 3:00:00,7/25/2022 3:00:00,7/25/2022 3:45:09,454,Completed
367910,1465430,7/12/2022 12:00:00,7/27/2022 12:00:00,7/27/2022 12:44:45,457,Completed
367911,1460097,7/13/2022 1:30:00,7/28/2022 1:30:00,7/28/2022 2:15:17,471,Completed
367912,1471458,7/13/2022 3:00:00,7/18/2022 3:00:00,7/18/2022 3:50:57,454,Completed
367913,1471739,7/13/2022 6:00:00,7/16/2022 6:00:00,7/16/2022 6:49:56,462,Completed
367914,1478004,7/13/2022 6:00:00,7/23/2022 6:00:00,7/23/2022 6:33:40,464,Completed
367915,1464318,7/13/2022 12:00:00,7/19/2022 12:00:00,7/19/2022 12:46:51,455,Completed
367916,1467425,7/13/2022 12:00:00,7/27/2022 12:00:00,7/27/2022 12:57:48,466,Completed
367917,1479851,7/13/2022 12:00:00,7/27/2022 12:00:00,7/27/2022 12:59:40,465,Completed
367918,1462409,7/14/2022 1:30:00,7/27/2022 1:30:00,7/27/2022 2:13:15,446,Completed
367919,1483202,7/14/2022 1:30:00,7/27/2022 1:30:00,7/27/2022 2:10:58,439,Completed
367920,1481952,7/14/2022 3:00:00,7/29/2022 3:00:00,7/29/2022 3:45:00,437,Completed
367921,1464318,7/14/2022 12:00:00,7/29/2022 12:00:00,7/29/2022 12:48:05,455,Completed
367922,1483025,7/14/2022 12:00:00,7/23/2022 12:00:00,7/23/2022 12:58:37,463,Completed
367923,1473144,7/15/2022 3:00:00,7/28/2022 3:00:00,7/28/2022 3:55:47,466,Completed
367924,1472620,7/15/2022 6:00:00,7/18/2022 6:00:00,7/18/2022 6:35:32,465,Completed
367925,1474556,7/15/2022 12:00:00,7/30/2022 12:00:00,7/30/2022 12:42:07,465,Completed
367926,1474737,7/15/2022 12:00:00,7/28/2022 12:00:00,7/28/2022 12:51:16,438,Completed
367927,1459255,7/16/2022 6:00:00,7/26/2022 6:00:00,7/26/2022 6:34:36,459,Completed
367928,1470591,7/16/2022 6:00:00,7/23/2022 6:00:00,7/23/2022 6:44:26,461,Completed
367929,1475907,7/17/2022 3:00:00,7/31/2022 3:00:00,7/31/2022 3:30:44,459,Completed
367930,1473144,7/17/2022 6:00:00,7/31/2022 6:00:00,7/31/2022 6:51:34,466,Completed
367931,1465330,7/18/2022 1:30:00,7/29/2022 1:30:00,7/29/2022 2:00:11,470,Completed
367932,1475002,7/18/2022 3:00:00,7/30/2022 3:00:00,7/30/2022 3:40:40,447,Completed
367933,1480518,7/18/2022 3:00:00,7/27/2022 3:00:00,,471,Cancelled
367934,1470530,7/19/2022 3:00:00,7/30/2022 3:00:00,7/30/2022 3:30:22,467,Completed
367935,1471739,7/19/2022 3:00:00,7/27/2022 3:00:00,7/27/2022 3:37:45,462,Completed
367936,1474369,7/19/2022 3:00:00,7/31/2022 3:00:00,7/31/2022 3:45:23,436,Completed
367937,1457333,7/19/2022 6:00:00,8/1/2022 6:00:00,8/1/2022 6:31:43,465,Completed
367938,1474892,7/19/2022 6:00:00,8/1/2022 6:00:00,8/1/2022 6:54:53,473,Completed
367939,1478701,7/19/2022 6:00:00,7/22/2022 6:00:00,7/22/2022 6:46:31,450,Completed
367940,1468285,7/19/2022 12:00:00,7/30/2022 12:00:00,7/30/2022 12:53:23,448,Completed
367941,1470626,7/19/2022 12:00:00,8/1/2022 12:00:00,8/1/2022 12:58:46,442,Completed
367942,1473144,7/20/2022 1:30:00,8/4/2022 1:30:00,8/4/2022 2:19:24,466,Completed
367943,1468188,7/20/2022 6:00:00,7/31/2022 6:00:00,7/31/2022 6:55:40,437,Completed
367944,1468188,7/20/2022 12:00:00,8/3/2022 12:00:00,8/3/2022 12:50:50,437,Completed
367945,1473851,7/20/2022 12:00:00,7/27/2022 12:00:00,7/27/2022 12:47:40,474,Completed
367946,1481952,7/20/2022 12:00:00,7/29/2022 12:00:00,7/29/2022 12:31:40,437,Completed
367947,1465330,7/21/2022 1:30:00,8/3/2022 1:30:00,8/3/2022 2:02:30,470,Completed
367948,1464627,7/22/2022 1:30:00,7/29/2022 1:30:00,7/29/2022 2:02:25,438,Completed
367949,1461789,7/22/2022 12:00:00,8/2/2022 12:00:00,8/2/2022 12:53:00,442,Completed
367950,1481952,7/22/2022 12:00:00,8/3/2022 12:00:00,8/3/2022 12:49:55,437,Completed
367951,1462409,7/23/2022 1:30:00,8/7/2022 1:30:00,8/7/2022 2:18:26,446,Completed
367952,1471421,7/23/2022 1:30:00,8/7/2022 1:30:00,8/7/2022 2:24:31,454,Completed
367953,1476541,7/23/2022 1:30:00,8/7/2022 1:30:00,8/7/2022 2:24:31,449,Completed
367954,1476681,7/23/2022 3:00:00,8/5/2022 3:00:00,8/5/2022 3:43:11,443,Completed
367955,1485545,7/23/2022 3:00:00,8/4/2022 3:00:00,8/4/2022 3:56:30,458,Completed
367956,1479874,7/23/2022 6:00:00,8/6/2022 6:00:00,8/6/2022 6:33:29,462,Completed
367957,1486351,7/23/2022 6:00:00,7/31/2022 6:00:00,7/31/2022 6:54:12,454,Completed
367958,1461970,7/23/2022 12:00:00,7/30/2022 12:00:00,7/30/2022 12:50:12,467,Completed
367959,1467425,7/24/2022 1:30:00,8/4/2022 1:30:00,8/4/2022 2:06:58,466,Completed
367960,1467431,7/24/2022 1:30:00,7/28/2022 1:30:00,7/28/2022 2:18:09,457,Completed
367961,1468285,7/24/2022 1:30:00,8/1/2022 1:30:00,8/1/2022 2:04:35,448,Completed
367962,1475002,7/24/2022 3:00:00,7/31/2022 3:00:00,7/31/2022 3:59:29,447,Completed
367963,1459531,7/24/2022 6:00:00,7/25/2022 6:00:00,7/25/2022 6:58:51,446,Completed
367964,1485125,7/25/2022 1:30:00,8/7/2022 1:30:00,8/7/2022 2:10:43,458,Completed
367965,1483202,7/25/2022 3:00:00,7/31/2022 3:00:00,7/31/2022 3:52:39,439,Completed
367966,1481952,7/25/2022 6:00:00,8/9/2022 6:00:00,8/9/2022 6:46:14,437,Completed
367967,1475907,7/26/2022 1:30:00,8/2/2022 1:30:00,8/2/2022 2:27:05,459,Completed
367968,1460373,7/26/2022 3:00:00,8/1/2022 3:00:00,8/1/2022 3:59:54,463,Completed
367969,1463706,7/26/2022 3:00:00,8/9/2022 3:00:00,8/9/2022 3:54:15,453,Completed
367970,1481695,7/26/2022 6:00:00,7/27/2022 6:00:00,7/27/2022 6:33:41,455,Completed
367971,1482417,7/26/2022 6:00:00,7/30/2022 6:00:00,7/30/2022 6:48:20,444,Completed
367972,1461970,7/27/2022 3:00:00,8/9/2022 3:00:00,8/9/2022 3:47:43,467,Completed
367973,1490289,7/27/2022 3:00:00,7/28/2022 3:00:00,7/28/2022 3:54:03,442,Completed
367974,1470530,7/27/2022 6:00:00,8/6/2022 6:00:00,8/6/2022 6:48:19,467,Completed
367975,1471739,7/27/2022 6:00:00,8/8/2022 6:00:00,8/8/2022 6:42:07,462,Completed
367976,1482250,7/27/2022 6:00:00,8/11/2022 6:00:00,8/11/2022 6:38:48,473,Completed
367977,1480540,7/27/2022 12:00:00,8/6/2022 12:00:00,8/6/2022 12:52:21,453,Completed
367978,1480540,7/27/2022 12:00:00,8/7/2022 12:00:00,8/7/2022 12:51:01,453,Completed
367979,1464627,7/28/2022 6:00:00,8/2/2022 6:00:00,8/2/2022 6:41:48,438,Completed
367980,1476539,7/28/2022 6:00:00,8/9/2022 6:00:00,8/9/2022 6:41:19,470,Completed
367981,1458088,7/28/2022 12:00:00,8/5/2022 12:00:00,8/5/2022 12:53:50,451,Completed
367982,1464318,7/28/2022 12:00:00,8/8/2022 12:00:00,8/8/2022 12:56:08,455,Completed
367983,1483025,7/28/2022 12:00:00,8/11/2022 12:00:00,8/11/2022 12:47:51,463,Completed
367984,1470530,7/29/2022 3:00:00,8/13/2022 3:00:00,8/13/2022 3:56:01,467,Completed
367985,1470591,7/29/2022 3:00:00,8/2/2022 3:00:00,8/2/2022 3:48:01,461,Completed
367986,1480518,7/29/2022 3:00:00,7/31/2022 3:00:00,7/31/2022 3:30:40,471,Completed
367987,1459531,7/29/2022 6:00:00,8/13/2022 6:00:00,8/13/2022 6:41:45,446,Completed
367988,1484010,7/29/2022 6:00:00,8/9/2022 6:00:00,8/9/2022 6:49:15,459,Completed
367989,1474556,7/30/2022 1:30:00,8/3/2022 1:30:00,8/3/2022 2:03:42,465,Completed
367990,1479874,7/30/2022 1:30:00,8/11/2022 1:30:00,8/11/2022 2:02:44,462,Completed
367991,1484010,7/30/2022 1:30:00,8/14/2022 1:30:00,8/14/2022 2:09:47,459,Completed
367992,1485545,7/30/2022 3:00:00,8/10/2022 3:00:00,8/10/2022 3:53:39,458,Completed
367993,1465430,7/30/2022 6:00:00,8/1/2022 6:00:00,8/1/2022 6:35:53,457,Completed
367994,1474737,7/30/2022 6:00:00,8/11/2022 6:00:00,8/11/2022 6:49:38,438,Completed
367995,1485125,7/30/2022 12:00:00,8/8/2022 12:00:00,8/8/2022 12:47:33,458,Completed
367996,1464627,7/31/2022 3:00:00,8/3/2022 3:00:00,,438,Rescheduled
367997,1476301,7/31/2022 3:00:00,8/14/2022 3:00:00,8/14/2022 3:57:42,472,Completed
367998,1471421,8/1/2022 12:00:00,8/13/2022 12:00:00,8/13/2022 12:35:44,454,Completed
367999,1475738,8/1/2022 12:00:00,8/9/2022 12:00:00,8/9/2022 12:53:02,436,Completed
368000,1471458,8/2/2022 1:30:00,8/6/2022 1:30:00,8/6/2022 2:15:59,454,Completed
368001,1481952,8/2/2022 1:30:00,8/14/2022 1:30:00,8/14/2022 2:21:23,437,Completed
368002,1468188,8/2/2022 3:00:00,8/17/2022 3:00:00,8/17/2022 3:41:33,437,Completed
368003,1481770,8/2/2022 6:00:00,8/3/2022 6:00:00,8/3/2022 6:31:42,444,Completed
368004,1474737,8/2/2022 12:00:00,8/16/2022 12:00:00,8/16/2022 12:59:19,438,Completed
368005,1475738,8/3/2022 1:30:00,8/16/2022 1:30:00,8/16/2022 2:03:47,436,Completed
368006,1482170,8/3/2022 1:30:00,8/10/2022 1:30:00,8/10/2022 2:01:14,461,Completed
368007,1482417,8/3/2022 3:00:00,8/16/2022 3:00:00,8/16/2022 3:44:25,444,Completed
368008,1474892,8/3/2022 6:00:00,8/10/2022 6:00:00,8/10/2022 6:48:52,473,Completed
368009,1478673,8/4/2022 1:30:00,8/18/2022 1:30:00,8/18/2022 2:27:07,435,Completed
368010,1464731,8/4/2022 3:00:00,8/14/2022 3:00:00,8/14/2022 3:50:21,456,Completed
368011,1476541,8/4/2022 3:00:00,8/10/2022 3:00:00,8/10/2022 3:41:22,449,Completed
368012,1478701,8/4/2022 3:00:00,8/14/2022 3:00:00,8/14/2022 3:50:28,450,Completed
368013,1482170,8/4/2022 3:00:00,8/15/2022 3:00:00,8/15/2022 3:31:04,461,Completed
368014,1470626,8/4/2022 6:00:00,8/12/2022 6:00:00,8/12/2022 6:39:53,442,Completed
368015,1474556,8/4/2022 6:00:00,8/19/2022 6:00:00,8/19/2022 6:41:33,465,Completed
368016,1482170,8/4/2022 6:00:00,8/16/2022 6:00:00,8/16/2022 6:52:56,461,Completed
368017,1472821,8/4/2022 12:00:00,8/19/2022 12:00:00,8/19/2022 12:49:34,462,Completed
368018,1473144,8/4/2022 12:00:00,8/6/2022 12:00:00,8/6/2022 12:32:24,466,Completed
368019,1477535,8/4/2022 12:00:00,8/5/2022 12:00:00,8/5/2022 12:52:13,468,Completed
368020,1478701,8/4/2022 12:00:00,8/19/2022 12:00:00,8/19/2022 12:45:48,450,Completed
368021,1460097,8/5/2022 1:30:00,8/6/2022 1:30:00,8/6/2022 2:07:01,471,Completed
368022,1482250,8/5/2022 1:30:00,8/14/2022 1:30:00,8/14/2022 2:01:03,473,Completed
368023,1473851,8/5/2022 3:00:00,8/14/2022 3:00:00,8/14/2022 3:48:09,474,Completed
368024,1483599,8/5/2022 3:00:00,8/18/2022 3:00:00,8/18/2022 3:48:38,439,Completed
368025,1477535,8/5/2022 12:00:00,8/10/2022 12:00:00,8/10/2022 12:38:54,468,Completed
368026,1478673,8/5/2022 12:00:00,8/20/2022 12:00:00,8/20/2022 12:48:53,435,Completed
368027,1479879,8/5/2022 12:00:00,8/15/2022 12:00:00,8/15/2022 12:31:51,439,Completed
368028,1486252,8/5/2022 12:00:00,8/14/2022 12:00:00,8/14/2022 12:47:44,454,Completed
368029,1459255,8/6/2022 1:30:00,8/9/2022 1:30:00,8/9/2022 2:19:21,459,Completed
368030,1489136,8/6/2022 1:30:00,8/9/2022 1:30:00,8/9/2022 2:23:08,464,Completed
368031,1485545,8/6/2022 6:00:00,8/15/2022 6:00:00,8/15/2022 6:38:48,458,Completed
368032,1464627,8/6/2022 12:00:00,8/15/2022 12:00:00,8/15/2022 12:55:28,438,Completed
368033,1472620,8/7/2022 1:30:00,8/18/2022 1:30:00,8/18/2022 2:02:52,465,Completed
368034,1480540,8/7/2022 1:30:00,8/22/2022 1:30:00,8/22/2022 2:14:15,453,Completed
368035,1458533,8/7/2022 3:00:00,8/9/2022 3:00:00,8/9/2022 3:42:16,438,Completed
368036,1481956,8/7/2022 6:00:00,8/10/2022 6:00:00,8/10/2022 6:33:58,461,Completed
368037,1473598,8/7/2022 12:00:00,8/22/2022 12:00:00,8/22/2022 12:50:56,452,Completed
368038,1468285,8/8/2022 1:30:00,8/18/2022 1:30:00,8/18/2022 2:00:27,448,Completed
368039,1481956,8/8/2022 1:30:00,8/19/2022 1:30:00,8/19/2022 2:11:15,461,Completed
368040,1476539,8/8/2022 3:00:00,8/21/2022 3:00:00,8/21/2022 3:42:00,470,Completed
368041,1476541,8/8/2022 3:00:00,8/17/2022 3:00:00,8/17/2022 3:51:38,449,Completed
368042,1464731,8/8/2022 6:00:00,8/14/2022 6:00:00,8/14/2022 6:36:56,456,Completed
368043,1467425,8/9/2022 3:00:00,8/19/2022 3:00:00,8/19/2022 3:36:00,466,Completed
368044,1480518,8/9/2022 3:00:00,8/12/2022 3:00:00,8/12/2022 3:41:50,471,Completed
368045,1489136,8/9/2022 3:00:00,8/10/2022 3:00:00,8/10/2022 3:51:51,464,Completed
368046,1474737,8/9/2022 6:00:00,8/19/2022 6:00:00,8/19/2022 6:58:23,438,Completed
368047,1474737,8/9/2022 6:00:00,8/21/2022 6:00:00,8/21/2022 6:51:22,438,Completed
368048,1481770,8/9/2022 6:00:00,8/22/2022 6:00:00,8/22/2022 6:36:07,444,Completed
368049,1491669,8/10/2022 1:30:00,8/23/2022 1:30:00,8/23/2022 2:22:32,463,Completed
368050,1479874,8/10/2022 3:00:00,8/18/2022 3:00:00,8/18/2022 3:45:22,462,Completed
368051,1464731,8/10/2022 6:00:00,8/23/2022 6:00:00,8/23/2022 6:41:13,456,Completed
368052,1493523,8/10/2022 6:00:00,8/16/2022 6:00:00,8/16/2022 6:37:38,441,Completed
368053,1479874,8/10/2022 12:00:00,8/23/2022 12:00:00,8/23/2022 12:36:29,462,Completed
368054,1483025,8/10/2022 12:00:00,8/21/2022 12:00:00,8/21/2022 12:33:05,463,Completed
368055,1458533,8/11/2022 1:30:00,8/12/2022 1:30:00,8/12/2022 2:22:58,438,Completed
368056,1467425,8/11/2022 1:30:00,8/23/2022 1:30:00,8/23/2022 2:08:15,466,Completed
368057,1476539,8/11/2022 1:30:00,8/24/2022 1:30:00,8/24/2022 2:04:08,470,Completed
368058,1465430,8/11/2022 3:00:00,8/14/2022 3:00:00,8/14/2022 3:43:59,457,Completed
368059,1471458,8/11/2022 3:00:00,8/25/2022 3:00:00,8/25/2022 3:59:09,454,Completed
368060,1476301,8/11/2022 12:00:00,8/23/2022 12:00:00,8/23/2022 12:30:24,472,Completed
368061,1469125,8/12/2022 1:30:00,8/25/2022 1:30:00,,465,Cancelled
368062,1486351,8/12/2022 1:30:00,8/18/2022 1:30:00,8/18/2022 2:20:30,454,Completed
368063,1474892,8/12/2022 12:00:00,8/22/2022 12:00:00,8/22/2022 12:35:29,473,Completed
368064,1488586,8/12/2022 12:00:00,8/15/2022 12:00:00,8/15/2022 12:54:29,464,Completed
368065,1470530,8/13/2022 6:00:00,8/28/2022 6:00:00,8/28/2022 6:46:06,467,Completed
368066,1470591,8/13/2022 12:00:00,8/24/2022 12:00:00,8/24/2022 12:51:43,461,Completed
368067,1476541,8/14/2022 1:30:00,8/25/2022 1:30:00,8/25/2022 2:29:51,449,Completed
368068,1485125,8/14/2022 1:30:00,8/20/2022 1:30:00,8/20/2022 2:04:19,458,Completed
368069,1493523,8/14/2022 1:30:00,8/27/2022 1:30:00,8/27/2022 2:21:49,441,Completed
368070,1479587,8/14/2022 3:00:00,8/21/2022 3:00:00,8/21/2022 3:38:08,470,Completed
368071,1483132,8/14/2022 3:00:00,8/26/2022 3:00:00,8/26/2022 3:31:00,460,Completed
368072,1488130,8/14/2022 3:00:00,8/25/2022 3:00:00,8/25/2022 3:57:06,460,Completed
368073,1493633,8/14/2022 12:00:00,8/28/2022 12:00:00,8/28/2022 12:56:18,444,Completed
368074,1494670,8/14/2022 12:00:00,8/26/2022 12:00:00,8/26/2022 12:50:49,473,Completed
368075,1465430,8/15/2022 1:30:00,8/17/2022 1:30:00,8/17/2022 2:28:45,457,Completed
368076,1471421,8/15/2022 1:30:00,8/18/2022 1:30:00,8/18/2022 2:10:05,454,Completed
368077,1481956,8/15/2022 1:30:00,8/30/2022 1:30:00,8/30/2022 2:08:10,461,Completed
368078,1479874,8/15/2022 3:00:00,8/30/2022 3:00:00,8/30/2022 3:34:38,462,Completed
368079,1482170,8/15/2022 3:00:00,8/17/2022 3:00:00,8/17/2022 3:48:26,461,Completed
368080,1464318,8/15/2022 6:00:00,8/19/2022 6:00:00,8/19/2022 6:55:16,455,Completed
368081,1482417,8/15/2022 12:00:00,8/28/2022 12:00:00,8/28/2022 12:34:21,444,Completed
368082,1483599,8/15/2022 12:00:00,8/21/2022 12:00:00,8/21/2022 12:32:39,439,Completed
